location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S1_b3535b44,{size=+4}Ха-ха-ха-ха!!!{/size},,,,,,"S1 ""%%"""
,S1_1d24c9e2,{size=+8}ХА-ХА-ХА-ХА-ХА-ХА-ХА!{/size},,,,,,"S1 ""%%"""
,narrator_e235c6a1,"Королева Клинков расхохоталась, смотря на серьезное выражение лица Лиззары.",,,,,,"""%%"""
,S1_8c188095,"Прости-прости-прости меня, я была не готова к такому повороту.",,,,,,"S1 ""%%"""
,S1_641d4049,Ты? Ха-ха-ха! Что такая милашка может мне сделать?,,,,,,"S1 ""%%"""
,narrator_8bc78f51,"На лице Королевы Клинков продолжала играть улыбка, сказанное Лиззарой весьма подняло ей настроение.",,,,,,"""%%"""
,S1_64e3a6fd,"Только разве что рассмешить до смерти, да и только. Ты хорошо справляешься с этой задачей.",,,,,,"S1 ""%%"""
,S1_a198aaea, Хотя хочу отдать тебе должное: не каждому хватает смелости сказать мне вот так вот в лицо. Да и после этого остаться в живых.,,,,,,"S1 ""%%"""
,L_b6907713,(Насмехаешься надо мной? И как ты уживаешься в теле Сары? Такое поведение ей совсем не свойственно. Поэтому верни ее незамедлительно.),,,,,,"L ""%%"""
,S1_60c4cc81,Ты еще и командовать умеешь? Но увы ничего не получится.,,,,,,"S1 ""%%"""
,S1_84364a3f,"Действительно, я совершенно не такая, как Сара. Да и что в ней такого?",,,,,,"S1 ""%%"""
,S1_87caa946,Она ведь и пальцем тебя раньше не касалась? Так похоже на нее... Разве тебе не скучно с ней?,,,,,,"S1 ""%%"""
,S1_93c44122,"Я могу открыть для тебя совершенно другой мир, Лиззара. О котором ты даже подумать не могла...",,,,,,"S1 ""%%"""
,narrator_63d4eb6b,"Королева Клинков коснулась нервных шнуров, наблюдая за реакцией протосса.",,,,,,"""%%"""
,S1_7782f511,"Разве тебе самой не интересно узнать, как приятно бывает с кем-то? Живая плоть намного приятнее любых игрушек.",,,,,,"S1 ""%%"""
,L_5282058c,(Я не поддамся искушению...),,,,,,"L ""%%"""
,narrator_24671db5,"Королеву Клинков совсем не беспокоило то, что у Лиззары отсутствовал рот. Она с диким удовольствием пробовала ее кожу на вкус, оставляя мокрые следы после себя.",,,,,,"""%%"""
,S1_2feed617,Ммм... такая сладкая!,,,,,,"S1 ""%%"""
,L_5c79fcb3,(П-прекрати это!),,,,,,"L ""%%"""
,S1_e98b2c58,"С тобой даже такие 'поцелуи' весьма необычные... Как зря, что у меня раньше не было протоссов. Из-за твоей экзотичности у меня голова кругом от возбуждение, хи-хи!",,,,,,"S1 ""%%"""
,S1_63ef139f,"Думаю, и Саре бы ты пришлась по вкусу, знаешь, вкусы у нас с ней весьма схожи. Она так много теряет...",,,,,,"S1 ""%%"""
,narrator_50b966e4,"Королева Клинков продолжала лизать лицо протосса, активнее изучая ее языком, чем используя губы. Это было весьма вульгарное зрелище. ",,,,,,"""%%"""
,narrator_b1fcf4da,"Лиззара не могла ничем ответить, выбитая из колеи новыми ощущениями.",,,,,,"""%%"""
,L_5ebdca30,"(П-перестань меня лизать... Почему ты делаешь... Это? Ты должна делать это с кем-то, у кого есть рот, а не со мной.)",,,,,,"L ""%%"""
,S1_26482c30,Но я делаю это именно с тобой.,,,,,,"S1 ""%%"""
,L_09c4913a,(Я не должна... Делать что-то подобное. Особенно с тобой.),,,,,,"L ""%%"""
,L_ebc2fdfd,"(Отпусти меня и я сделаю вид, что между нами ничего не было.)",,,,,,"L ""%%"""
,narrator_280b5bcc,"Королева Клинков недовольно хмыкнула, отрываясь от приятного и такого желанного лица.",,,,,,"""%%"""
,S1_3c5e3dd6,"*Чмок* Как же я могу устоять перед тобой, Лиззара? Поцелуи с тобой становятся чем-то невероятно особенным, хи-хи. Я испытываю неописуемое удовольствие от твоего вкуса.",,,,,,"S1 ""%%"""
,S1_9d249eb1,"Твоя кожа такая необычная, я не могу остановиться.",,,,,,"S1 ""%%"""
,S1_4e5a7239,"Надеюсь, что все твои части такие превосходные. Потому что я собираюсь съесть тебя целиком и полностью.",,,,,,"S1 ""%%"""
,narrator_1a46dc82,"Лиззара все меньше сопротивлялась, пытаясь понять природу своих ощущений. Разум твердил, что все это неправильно, но останавливаться не так уж и хотелось. Ловкий язык Королевы продолжал вылизывать ее, оставляя на лице все больше и больше слюны.",,,,,,"""%%"""
,L_75825b50,"Ахххх!!! Т-ты снова это делаешь, нет!!! Я... никогда раньше подобного не испытывала...",,,,,,"L ""%%"""
,S1_b01e92a0,"Это такая честь для меня, быть у кого-то первым в чем-либо... Я вообще люблю быть первой. Ты так ярко реагируешь на простую ласку.",,,,,,"S1 ""%%"""
,L_478bf402,"(Это далеко не простые вещи... они грязные... м-мы не должны заниматься подобным, прошу тебя, перестань лизать мое лицо...)",,,,,,"L ""%%"""
,S1_dc8d3247,"Я не могу передать словами, как влажно у меня между ног только от мысли о том, что я могу с тобой сделать. Ты ведь это тоже чувствуешь? Наш поцелуй ведь и тебя завел?",,,,,,"S1 ""%%"""
,S1_aeb9ef48,"Мне невероятно тяжело дается сдерживать себя перед такой, как ты... Так и зачем лишать себя этой возможности?",,,,,,"S1 ""%%"""
,L_f784da85,(Это все так пошло и грязно...),,,,,,"L ""%%"""
,narrator_2373c22f,"С каждым новым движением Королева Клинков позволяла себе больше вольностей и движения становились все пошлее и пошлее, она совсем не стеснялась облизывать Лиззару с громкими чмокающими звуками, что только больше смущало протосса.",,,,,,"""%%"""
,L_67bf5dfd,"(Это ведь со мной мог сделать еще тот мужчина, который привел меня сюда... Все здесь такое не правильное. Мне не должно это нравиться.)",,,,,,"L ""%%"""
,L_f47bf979,(Но я не чувствую отвращения...),,,,,,"L ""%%"""
,L_dbbef03f,(П-перестань облизывать меня! Это не должно быть так... Все это очень странно.),,,,,,"L ""%%"""
,narrator_c816a7d1,"Королева Клинков пропускала эти слова мимо ушей, она не хотела останавливаться. Ее глаза закатывались от удовольствия, когда горячий язык встречался с чем-то прохладным и бархатным. Никогда лизание чего-либо, даже члена, не приносило ей таких ощущений.",,,,,,"""%%"""
,L_161e139e,"(Почему ты не слушаешь меня? Я хочу, чтобы ты прекратила... Мое тело горит из-за всех этих ощущений.)",,,,,,"L ""%%"""
,S1_463fef9b,"Только потому что это необычно? Брось, все бывает впервые. Эти ощущения только сейчас кажутся тебе странными.",,,,,,"S1 ""%%"""
,S1_f56006a7,"Потом ты поймешь, что это настоящее искусство. Что ты можешь сотрясаться от удовольствия даже от простых поцелуев, если тебя буду целовать я.",,,,,,"S1 ""%%"""
,S1_36c247d9,"Ты себе представить не можешь, чему я могу тебя научить! Но позже мы сможем развлечься по-настоящему.",,,,,,"S1 ""%%"""
,narrator_7e127d26,"Королева Клинков позволила себе еще немного поиграть языком с Лиззарой, вызывая у нее головокружение из-за переизбытка чувств.",,,,,,"""%%"""
,S1_6074c3f5,"Как жаль, что я не могу провести с тобой так вечность. Но наш следующий этап не заставит себя долго ждать..",,,,,,"S1 ""%%"""
,L_44be5fb8,(С-следующий этап? Я этого не выдержу...),,,,,,"L ""%%"""
,L_2da53341,(Что ты хочешь еще сделать со мной? Разве этого не хватит?),,,,,,"L ""%%"""
,S1_ae5576ee,"Это даже не начало, милашка. Только разогрев перед стартом.",,,,,,"S1 ""%%"""
,L_c51c277e,(Что? Как тебе не стыдно продолжать говорить так? Ты занимаешься отвратительными вещами.),,,,,,"L ""%%"""
,L_1731139b,"(Только падший может так сильно поддаться разврату и утонуть в нем. Ты монстр... Еще хуже, чем я могла предположить.)",,,,,,"L ""%%"""
,L_e301078a,"(Я и догадаться не могла, что то злое, что я чувствовала в Саре, может быть настолько ужасным и беспринципным...)",,,,,,"L ""%%"""
,S1_a9c28876,"Какая тирада! Какая я жестокая и ужасная... Показала тебе, что самые разные вещи могу приносить удовольствие.",,,,,,"S1 ""%%"""
,S1_395de706,"Ты пытаешься делать вид, что все это неправильно. Но если бы тебе не говорили, что это плохо... Ты бы действительно думала так?",,,,,,"S1 ""%%"""
,narrator_25fc2a11,"Королева Клинков улыбнулась, наблюдая замешательство на лице Лиззары. Та метала взгляд из стороны в сторону, пытаясь найти ответ.",,,,,,"""%%"""
,S1_d924a30a,"Протоссы чувствуют больше, чем могут терраны. Но мне по силам чувствовать то, чего не можешь ощутить ты. Возбуждение...",,,,,,"S1 ""%%"""
,S1_b5470cfd,"Тебе не скрыть то, что тебе все это понравилось. Я четко чувствую это. И это далеко от легкой дымки возбуждения. В тебе полно желания, которое ты подавляешь.",,,,,,"S1 ""%%"""
,L_aacc4f27,(Я вся в твоих слюнях... Кому это может понравиться? Только больному извращенцу.),,,,,,"L ""%%"""
,S1_65941b23,"Тогда поздравляю тебя с вхождением в наши дружные ряды, ха-ха! Не делай такое смущенное лицо... Твоя любимая Сара тоже проходила через отрицание и теперь очень даже умеет получать удовольствие.",,,,,,"S1 ""%%"""
,S1_54a16071,"Может, тебе следует взять с нее пример? В этом месте от тебя все равно не отстанут.",,,,,,"S1 ""%%"""
,L_31079c84,"(Я уверена, что на все были свои причины!)",,,,,,"L ""%%"""
,L_eedce27c,"(Я буду верна своему народу и не предам наши учения. Соблазн всегда привлекательный, но нужно оставаться в трезвом уме.)",,,,,,"L ""%%"""
,S1_eb157cc5,"Ха-ха-ха, хорошо... даже замечательно! Я ожидала, что с тобой все будет так интересно. Надеюсь, что ты стоишь моих усилий.",,,,,,"S1 ""%%"""
,S1_265f4d31,А теперь нас ждет что-то поистине веселое!,,,,,,"S1 ""%%"""
,narrator_093d28d3,"Королева Клинков подкрадывалась к Лиззаре незаметно, предвкушая предстоящие события.",,,,,,"""%%"""
,S1_23bc8079,"С прошлого раза ты только сильнее завлекаешь меня к себе, милашка. Нехорошо так грязно играться с чужой фантазией, хи-хи.",,,,,,"S1 ""%%"""
,L_c4f4d841,(Хи???),,,,,,"L ""%%"""
,L_31b8c728,(Н-но... Я ничего не делала. Это все твои подлые происки...),,,,,,"L ""%%"""
,S1_c06592eb,"Ну что, уже приспособилась к нашему новому приобретению? Наверное, очень непривычно получить рот так поздно, но все же лучше, чем никогда.",,,,,,"S1 ""%%"""
,L_58515826,(Я не нуждалась в этом раньше и не нуждалась бы в будущем.),,,,,,"L ""%%"""
,S1_41e7fc1d,"Брось, тогда тебе все понравилось. Но это мелочи по сравнению с тем, что я могу вытворять с тобой сейчас.",,,,,,"S1 ""%%"""
,narrator_b1cc8b92,"Королева Клинков уже представляла эти губы и то, что с ними можно было сделать. Только от фантазии она готова была сойти с ума от нарастающего напряжения.",,,,,,"""%%"""
,L_9688415a,"(То, что ты можешь со мной вытворить, меня как раз и пугает.)",,,,,,"L ""%%"""
,S1_f568498f,"У тебя появился ротик, поэтому ты решила кусаться еще сильнее? Но это ты зря... Меня это только сильнее заводит.",,,,,,"S1 ""%%"""
,S1_33b24b83,"Возможно... это то, чего ты добиваешься, маленький развращенный протосс...",,,,,,"S1 ""%%"""
,L_722ad39f,(Я-я? Я бы не стала!),,,,,,"L ""%%"""
,S1_cf1c15eb,"Да? Посмотри, что ты творишь со мной. Притворяешься такой невинной, чтобы заманить меня в свои ловушки и вскружить голову, чертовка...",,,,,,"S1 ""%%"""
,L_4baa505a,(Это... Это кто еще кого заманивает в ловушку?),,,,,,"L ""%%"""
,S1_e4a22aba,Но это же не я соблазняю своими аппетитными губами окружающих.,,,,,,"S1 ""%%"""
,L_5648c438,(...),,,,,,"L ""%%"""
,narrator_93c99e9a,"Лиззара вовсе не ожидала, что Королева Клинков повернет разговор в эту сторону. Она чувствовала себя развратницей, которая соблазняет ни в чем не виновную девушку. Но она продолжала удивляться тому, что это не вызывало у нее недовольства. Она, наоборот, открывала в себе все новые стороны.",,,,,,"""%%"""
,S1_96871454,"Ты же знаешь, что молчание – знак согласия?",,,,,,"S1 ""%%"""
,S1_6651cb41,"Хотя тебе и не нужно ничего говорить. Все понятно и так, милашка. Не знаю, как ты жила без этих губ, но это точно то, что тебе нужно.",,,,,,"S1 ""%%"""
,S1_68d02b15,"Тебе столько предстоит узнать. Ты уже представляла, как будут выглядеть наши поцелуи? Хотелось попробовать нечто подобное? Испытать свои губы в действии?",,,,,,"S1 ""%%"""
,L_debac395,(Нет... Ничего такого в моих мыслях не было.),,,,,,"L ""%%"""
,S1_056cc0a9,Я ни за что тебе не поверю!,,,,,,"S1 ""%%"""
,S1_a871ef1b,"Одно наличие такого горячего ротика призывает познать все искусство поцелуев. Этот порыв невозможно сдерживать, поэтому можешь даже не пытаться.",,,,,,"S1 ""%%"""
,L_5dfa30fb,"(Я не понимаю, о чем ты говоришь.)",,,,,,"L ""%%"""
,S1_e3f7a9bc,"Ох, моя дорога, скоро ты все поймешь. Даже больше, чем втайне от меня представляла.",,,,,,"S1 ""%%"""
,narrator_288722b3,"Королева Клинков облизнула свои губы, пристально наблюдая за Лиззарой. Она следила за самыми незаметными изменениями в ее эмоциях, улавливая скрытое желание. Ее забавляла эта игра в кошки-мышки, потому что результат уже был понятен.",,,,,,"""%%"""
,S1_25a3434b,"Ты сопротивляешься из-за старых запретов и правил, но все великие существа ломали систему, строя новую на костях. Ты ничего не познаешь, если не откроешь себя новому. Я вижу в тебе силу, Лиззара.",,,,,,"S1 ""%%"""
,S1_4545deea,Это не твоя участь - быть мелкой шестеренкой в огромном механизме структуры. Ты можешь стать частью чего-то сложнее и величественнее.,,,,,,"S1 ""%%"""
,S1_ecd68d0f,"У тебя есть шанс, потому что я с тобой. Так что... цени это.",,,,,,"S1 ""%%"""
,L_13c77450,(Я... Я не знаю.),,,,,,"L ""%%"""
,narrator_42811c39,"Все эти рассказы девушки звучали очень заманчиво и будоражили сознание. Лиззара чувствовала себя кем-то особенным, важным и, главное, желанным. Она видела, как сильно Королева Клинков ее хочет, и это заставляло ее сомневаться.",,,,,,"""%%"""
,S1_f5583947,"Конечно, ты можешь оттолкнуть меня и остаться при своих правилах.",,,,,,"S1 ""%%"""
,S1_751dc4d7,"Но что они тебе дают, Лиззара? А самое важное, сколько они у тебя забирают?",,,,,,"S1 ""%%"""
,S1_4af3c097,"Мне даже грустно становится от мысли, что ты была лишена возможности получить истинное удовольствие так долго. Разве все эти морали могут восполнить эту потерю?",,,,,,"S1 ""%%"""
,L_ba8c29d5,(Наверное... нет? Это сложный вопрос.),,,,,,"L ""%%"""
,narrator_246dc051,"Влияние Королевы на девушку росло. Лиззара пыталась сосредоточиться на своих собственных ощущениях. Она так долго была частью единого целого, что постоянно думала, как правильно. Но теперь она была освобождена от этого влияния.",,,,,,"""%%"""
,L_5a4b40ab,(Ты заставляешь меня идти по неправильному пути!),,,,,,"L ""%%"""
,S1_36ad649d,Да? Почему же Сара пошла по нему?,,,,,,"S1 ""%%"""
,L_76ec7f00,(Сара?... Но что с ней стало?),,,,,,"L ""%%"""
,S1_3f417a61,"Она стала сильнее и честнее по отношению к себе. Она перестала врать, что не хочет заняться чем-то развратным.",,,,,,"S1 ""%%"""
,narrator_f7ca860a,"Лиззара замолчала, пытаясь осознать все, что происходит в ее голове. Здесь никто и ничего не поддерживало ее позицию, даже собственные ощущения.",,,,,,"""%%"""
,S1_1ebb56a9,"А ведь по сути мы с Сарой одно целое. Она это я, а я это она. Когда я целовала тебя... Это она целовалась с тобой.",,,,,,"S1 ""%%"""
,S1_1384a3b6,"Ты ведь представляла это, да? Хах, конечно представляла. Но у тебя не было возможности. А теперь есть.",,,,,,"S1 ""%%"""
,L_e40f7415,(Что ты такое говоришь?),,,,,,"L ""%%"""
,S1_1600fddf,"Хочешь сказать, что ты никогда даже мельком не представляла губы Сары? Каково это, впиться в них? Ммм...",,,,,,"S1 ""%%"""
,S1_df0a788f,"А ведь наши мысли тоже едины. Значит, мы обе с удовольствием бы облизали твои пухлые губки, сминая каждую по очереди.",,,,,,"S1 ""%%"""
,S1_1366e868,"Обменивались бы слюной... переплетались бы языками... Тебе только предстоит узнать, насколько это приятно. Чувствовать чей-то вкус... мммм.",,,,,,"S1 ""%%"""
,S1_b0be3267,"Но Сара бы долго решалась, а я даю тебе полную волю делать с этим телом все, что придет тебе в голову.",,,,,,"S1 ""%%"""
,narrator_85f2794b,"Королева Клинков провела пальцем по губам Лиззары, подогревая свой интерес.",,,,,,"""%%"""
,S1_2a9c7e02,"Тебе не нужно притворяться передо мной. Тебе ничего не будет, если ты откроешь свои желания. Лишь на мгновение.",,,,,,"S1 ""%%"""
,S1_24f06214,"Я могу узнать все твои потаенные желания, которые ты прячешь очень глубоко, даже от самой себя. Но зачем там так упрощать все, верно? Будет намного лучше, если ты сама во всем сознаешься.",,,,,,"S1 ""%%"""
,L_07893183,(Сознаюсь?),,,,,,"L ""%%"""
,narrator_df9628dc,"Лиззара словила себя на мысли, что Королева Клинка не так далека от правды. Как бы протосс ни хотела забыть, но она иногда думала о Саре далеко не как о подруге.",,,,,,"""%%"""
,L_d5f05ca8,(Я...),,,,,,"L ""%%"""
,S1_b2fd76b2,"Давай! Просто скажи это и я воплощу все твои мечты в реальность. Даже самые грязные, которые ты могла позволить себе в своих фантазиях.",,,,,,"S1 ""%%"""
,narrator_d93cbee6,"Длинные путы Королевы Клинков продолжали все глубже проникать в сознание Лиззары, она продолжала дурманить ее голову.",,,,,,"""%%"""
,S1_1cd2d5fa,"У тебя будет полный доступ к Саре, как ты и мечтать не могла.",,,,,,"S1 ""%%"""
,narrator_aa93bf48,"У девушки горели глаза от наполняющего ее предвкушения. Лиззаре нужно было только дать знать, что Королева Клинков может начать.",,,,,,"""%%"""
,narrator_9ccec00e,"Но протосс не торопилась с ответом, пытаясь принять собственные мысли.",,,,,,"""%%"""
,L_3ff02a38,"(Ты говоришь пафосно, будто сама веришь в свои речи.)",,,,,,"L ""%%"""
,L_c054c018,(Но я была и буду верна Заповедям Кхалы и наставлениям Конклава.),,,,,,"L ""%%"""
,L_3503e010,"(Все, что ты сказала, ко мне никак не относится.)",,,,,,"L ""%%"""
,L_17c2ae39,Ммм!!!,,,,,,"L ""%%"""
,narrator_b8428da6,Королева Клинков была слишком возбуждена своей попыткой расколоть Лиззару. Она больше не могла себя контролировать.,,,,,,"""%%"""
,S1_3bc0469d,*Хлюп* *Чмок*,,,,,,"S1 ""%%"""
,S1_7f052052,"(Каково это, Лиззара? Разделить с кем-то свой первый настоящий поцелуй...)",,,,,,"S1 ""%%"""
,L_227ec1a2,(Мммф... нет... отпусти меня! Ты не можешь так просто взять...),,,,,,"L ""%%"""
,S1_64071860,(Почему? Тебе ведь нравится это.),,,,,,"S1 ""%%"""
,L_ff736267,(Нет... совсем нет! Ахх... ч-что же это такое...),,,,,,"L ""%%"""
,S1_aeea54c6,(Ха-ха-ха! Какая же ты лгунья...),,,,,,"S1 ""%%"""
,L_2c1a17d7,(Э-это совершенно другие ощущения...),,,,,,"L ""%%"""
,narrator_7742fd73,"Голова Лиззары взрывалась от мысли, что сейчас она целуется с кем-то. Для ее расы это было что-то, чего не должно произойти. Что-то, чего она не должна познать или испытать.",,,,,,"""%%"""
,L_b96a6d20,"(Это не фантазия... Ах, ощущения такие реальные.)",,,,,,"L ""%%"""
,S1_8f0b44ee,"(Конечно реальные, у тебя есть свой собственный рот, и ты можешь делать с ним самые грязные вещички.)",,,,,,"S1 ""%%"""
,S1_6e8762ec,*Хлюп* *Сюрп* *Чмок*,,,,,,"S1 ""%%"""
,S1_efae9164,"(Чего бы ты хотела? Тебе уже не удастся сбежать, милашка.)",,,,,,"S1 ""%%"""
,S1_2fcbc3c6,(Только расслабиться и погрузиться в эти ощущения головой.),,,,,,"S1 ""%%"""
,L_d9c5e4d0,(Это невероятные ощущения... Я не испытывала ничего похожего...),,,,,,"L ""%%"""
,L_1f7fe922,(Разве что-то такое должно быть так приятно? Мммм... Я н-не должна...),,,,,,"L ""%%"""
,S1_092e3c92,"(Ох, дорогая, твоя дырочка сводит меня с ума!)",,,,,,"S1 ""%%"""
,narrator_816aedae,"Королева Клинков углубила поцелуй, пытаясь максимально насладиться Лиззарой.",,,,,,"""%%"""
,S1_018e76b3,*Сюрп* *Хлюп*,,,,,,"S1 ""%%"""
,S1_045f7bc3,"(Теперь ты можешь ощутить то, о чем я тебе говорила. Эти ощущения даже более реальны, чем ты хотела бы.)",,,,,,"S1 ""%%"""
,L_e0807b89,(Ахх.... *Чмок* Ммг.),,,,,,"L ""%%"""
,S1_f51abb66,"(Но тебе не стоит привыкать к этому... Я не остановлюсь только на этом, милашка.)",,,,,,"S1 ""%%"""
,S1_899699ad,(Это только наш первый поцелуй... ),,,,,,"S1 ""%%"""
,narrator_d60fae70,"Королева Клинков бесстыдно игралась с эмоциями Лиззары, заставляя ее сгорать от смущения.",,,,,,"""%%"""
,L_8a4dd677,*Хлюп* *Чмок* Ммммф...,,,,,,"L ""%%"""
,L_fceb2be7,(Это так грязно... Все эти звуки. С-сейчас же прекрати.),,,,,,"L ""%%"""
,S1_d39b8edc,"(Ха-ха-ха, они исходят от тебя. Это ты так похотливо причмокиваешь. Но ты делаешь все правильно, так и должно быть. Разве тебя саму не заводит эти мокрые громкие звуки собственной слюны? Ты такая грязная девочка, Лиззара.)",,,,,,"S1 ""%%"""
,L_e22a832c,"(Ах... нет... п-прекрати, я не хочу заниматься подобным... я-я... не умею это делать...)",,,,,,"L ""%%"""
,S1_81b677b3,"(Ничего, ты оправдываешь мне мои ожидания на свой счет...)",,,,,,"S1 ""%%"""
,S1_4f11c357,"(Меня даже радует, что ты отдала мне ведущую роль... Это меня только больше заводит хи-хи.)",,,,,,"S1 ""%%"""
,narrator_60d8e6a1,"Королева Клинков не чувствовала никакого сопротивления, позволяя себе любые вольности. Она кратко касалась Лиззары, вызывая у нее дрожь по всему телу.",,,,,,"""%%"""
,S1_513a6edc,*Хлюп* *Чмок* *Сюрп*,,,,,,"S1 ""%%"""
,L_30ace78a,"(Все это... Так грешно. Эти ощущения, которые меня переполняют, так сильны...)",,,,,,"L ""%%"""
,L_d8a0f529,"(Кажется, что я тону в них... Без какой-либо возможности вернуться к свету.)",,,,,,"L ""%%"""
,L_78b21749,"(Мои губы горят от твоих поцелуев, а тело дрожит... Так не должно быть. Не от чего-то столь грязного!)",,,,,,"L ""%%"""
