location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,Aside9_b792ae4c,"Ладно, в этот раз я закрою на это глаза, продолжай.",,,,,,"Aside9 ""%%"""
,narrator_74a84bf2,"Она начала выполнять упражнения, в точности как делала это все время.",,,,,,"""%%"""
,Aside10_275f7454,"Ага. Да, весьма неплохо. Возможно, чуть-чуть хромает техника, но это вполне нормально.",,,,,,"Aside10 ""%%"""
,S_7a3be9d6,(Техника хромает? Ты свой монокль случайно не забыл...),,,,,,"S ""%%"""
,S_059460ca,"Конечно, неплохо, ты за кого меня держишь?",,,,,,"S ""%%"""
,Aside3_5cbafa16,"Ха-ха-ха, но сейчас я научу тебя немного другому упражнению. Подожди немного.",,,,,,"Aside3 ""%%"""
,S_7d97a6e9,Ч-что ты задумал???,,,,,,"S ""%%"""
,narrator_d9e99ce2,"Через мгновение, Стуков начал снимать одежду, оставив на себе только брюки.",,,,,,"""%%"""
,A1side11_99ec7b08,Правило номер один: одежда — враг спорта.,,,,,,"A1side11 ""%%"""
,S_bbd0523b,У тебя и тут есть какие-то извращенные... правила?,,,,,,"S ""%%"""
,A1side4_0c36c87c,"Ха-ха-ха, давай уже начнем.",,,,,,"A1side4 ""%%"""
,narrator_e8587a19,"Стуков приблизился к Саре и встал сразу же за ней. Саре было немного не по себе из-за того, что он находился сразу позади.",,,,,,"""%%"""
,narrator_678a70f4,Стуков начал вдыхать исходящий от Сары запах.,,,,,,"""%%"""
,A_807c00be,"Ммм, от тебя исходит такой аромат... Особенно после приседаний.",,,,,,"A ""%%"""
,S_68d189cc,!!!,,,,,,"S ""%%"""
,S_9f407277,"Прекрати, это ужасно!",,,,,,"S ""%%"""
,A_e7789a4c,"Ха-ха-ха-ха, нет ничего прекрасней, чем твой запах.",,,,,,"A ""%%"""
,S_92c9bbb9,Заткнись...,,,,,,"S ""%%"""
,A_ffb16e9f,"Хорошо, теперь давай я начну. Для начала попробуй расставить ноги вот так.",,,,,,"A ""%%"""
,A_c982790d,Таким образом будут задействованы совершенно другие мышцы.,,,,,,"A ""%%"""
,S_ccc5f243,В-вот так?,,,,,,"S ""%%"""
,S_9a800a2b,(Это какая-то странная поза...),,,,,,"S ""%%"""
,A_371f0a5b,"Да, все верно. Вот теперь в такой позиции попробуй присесть. Ты почувствуешь, как будут задействованы другие мышцы.",,,,,,"A ""%%"""
,S_d9763815,Х-хорошо...,,,,,,"S ""%%"""
,A_55cacc91,"Не переживай ты так, я тебя подстрахую, хе-хе-хе.",,,,,,"A ""%%"""
,narrator_8b62a8b8,Стуков положил свою руку на бедро Сары.,,,,,,"""%%"""
,S_b5623092,(Вот из-за этого я и переживаю больше всего...),,,,,,"S ""%%"""
,A_5fccca73,"Молодец, у тебя все хорошо получается.",,,,,,"A ""%%"""
,S_514f4f6c,Но это выглядит как-то нелепо...,,,,,,"S ""%%"""
,A_a57e44d1,"Не выдумывай, это очень хорошее и эффективное упражнение, о которым ты не знала.",,,,,,"A ""%%"""
,S_95b54bba,Я бы сказала извращенное...,,,,,,"S ""%%"""
,A_f14f2615,"Ты можешь его называть как тебе угодно, а теперь давай вернемся к приседаниям.",,,,,,"A ""%%"""
,S_5f968664,Это весьма тяжело...,,,,,,"S ""%%"""
,A_50ccda27,"А я тебе о чем говорю? Теперь в нижней позиции сделай небольшую паузу, почувствуй, как напряжены все твои мышцы.",,,,,,"A ""%%"""
,S_6cb0d88e,Хорошо...,,,,,,"S ""%%"""
,S_a2c4011c,(Аххх... ч-что не так... мое тело становится таким горячим...),,,,,,"S ""%%"""
,A_a153c84a,Все в порядке?,,,,,,"A ""%%"""
,S_ef6f3de3,"Д-да, вполне...",,,,,,"S ""%%"""
,A_bbfbc92d,"Отлично, тогда еще немного.",,,,,,"A ""%%"""
,S_53d978f4,!!!,,,,,,"S ""%%"""
,S_36ba2c7e,Ч-что ты делаешь?,,,,,,"S ""%%"""
,A_d6785ef8,"Не переживай, просто страхую тебя. Я же хочу, чтобы ты была в порядке.",,,,,,"A ""%%"""
,S_24de1798,Э-это не похоже на страховку...,,,,,,"S ""%%"""
,S_3514580d,"(Чертов извращенец, но мое тело... ахх... эти приседания... мне так приятно там внизу...)",,,,,,"S ""%%"""
,A_8d8b12b2,"Лучше сконцентрируйся на мышцах, а безопасность твоих гру...{w} кхм, свою безопасность предоставь мне.",,,,,,"A ""%%"""
,narrator_2b870e1b,"Стуков начал сжимать грудь Сары, эти действия усложняли упражнения.",,,,,,"""%%"""
,S_7fe22934,"(Аххх... когда он сжимает грудь, мне становится так приятно...)",,,,,,"S ""%%"""
,S_0fda8ccb,Т-ты только делаешь хуже...,,,,,,"S ""%%"""
,A_3b7af723,"Не может быть. Я чувствую, как хорошо прорабатываются твои мышцы.",,,,,,"A ""%%"""
,A_33e10cd0,Просто не обращай внимания и продолжай.,,,,,,"A ""%%"""
,S_75cc25af_1,...,,,,,,"S ""%%"""
,S_09e1a848,(Ахх... ведь при обычных приседаниях такого со мной не было... это все его извращенная техника... или же это из-за него самого?),,,,,,"S ""%%"""
,A_685f9036,"Отлично-отлично, просто прекрасно. Ты чувствуешь то, как растут твои мышцы?",,,,,,"A ""%%"""
,S_2664ae29,"Д-да, чувствую...",,,,,,"S ""%%"""
,S_710dfa8e,"Но я также чувствую, что кое-что еще выросло... и это не мои мышцы...",,,,,,"S ""%%"""
,A_9f12dd52,Заметила все же. Хе-хе-хе.,,,,,,"A ""%%"""
,S_beaf0cfc,"К-конечно, заметила. Он уперся мне прямиком между ягодиц...",,,,,,"S ""%%"""
,S_3a86c42f,"(Аххх... и он твердый, как камень...)",,,,,,"S ""%%"""
,A_a1a2abd6,"Ну ты сама виновата, нечего так постанывать во время приседаний.",,,,,,"A ""%%"""
,S_a5099feb,Я-я виновата??? Ахх...,,,,,,"S ""%%"""
,A_91d30cb4,"Хе-хе-хе, лучше сконцентрируйся на упражнениях.",,,,,,"A ""%%"""
,S_20c3824c,"(Легко ему говорить, когда эта штуковина не давит между ягодиц... черт....)",,,,,,"S ""%%"""
,S_c62b5b2b,(Аххх... п-прекрати играться с моей грудью...),,,,,,"S ""%%"""
,A_8d447b75,"Хватит, теперь давай в исходную позицию.",,,,,,"A ""%%"""
,S_56211103,"(Ахх... черт, я уже мокрая там внизу... если бы не моя броня он бы это увидел...)",,,,,,"S ""%%"""
,A_341acc35,"Отлично, у нас есть немного времени отдохнуть, сделай пару глубоких вдохов и выдохов.",,,,,,"A ""%%"""
,S_75cc25af_2,...,,,,,,"S ""%%"""
,S_71a89ce0,А сейчас... ты меня тоже страхуешь???,,,,,,"S ""%%"""
,A_011e8fcd,"Хех, конечно, безопасность прежде всего, да и мы еще не закончили упражнение.",,,,,,"A ""%%"""
,S_75cc25af_3,...,,,,,,"S ""%%"""
,S_aaf9ddca,(Он просто нашел еще один повод лапать меня...),,,,,,"S ""%%"""
,narrator_135b4902,"Сара попыталась перевести дыхание, но у нее это с трудом получалось, поскольку Стуков продолжал играться с ее грудью, а твердый член упирался прямиком ей между ягодиц.",,,,,,"""%%"""
,A_7e4ce84d,"Отлично, дыхание перевели и теперь можем продолжать. Только на этот раз без остановки в нижней позиции.",,,,,,"A ""%%"""
,S_105f16ef,"(Э-это только начало, но я должна выдержать...)",,,,,,"S ""%%"""
,narrator_36b2c3bc,"Сара продолжала выполнять упражнения, конечно же вместе со страховкой Стукова.",,,,,,"""%%"""
,narrator_ee159570,Прошло некоторое время.,,,,,,"""%%"""
,S_635d87bc,У-у меня уже нет сил...,,,,,,"S ""%%"""
,A_d751d871,"Это говорит о том, что мы с тобой сегодня отлично провели тренировку.",,,,,,"A ""%%"""
,S_07444e52,Мы? Да ты просто все время игрался с моей грудью!,,,,,,"S ""%%"""
,A_d7272c0f,"Деточка, ты просто слишком неопытна в этом деле. Знаешь, насколько важна страховка?{w} Это же основы основ...",,,,,,"A ""%%"""
,S_75cc25af_4,...,,,,,,"S ""%%"""
,S_580594a3,"Может, ты хоть сейчас отпустишь мою грудь? Мы вроде бы закончили...",,,,,,"S ""%%"""
,A_5d486560,"Ах да, точно. Извини, профессиональная привычка...",,,,,,"A ""%%"""
,A1side2_5a732295,"Тогда на сегодня все. Не забудь хорошенько отдохнуть, а завтра мы продолжим.",,,,,,"A1side2 ""%%"""
,A1side8_d3d96420,"Думаю, мне не нужно тебе напоминать, насколько важен отдых после тренировки?",,,,,,"A1side8 ""%%"""
,S_82bbf14f,"Нет, не нужно.",,,,,,"S ""%%"""
,A1side11_1b0bde7c,"Ну вот и ладненько, да и у меня появились некоторые дела после нашей тренировки. Если ты понимаешь, о чем я. Ха-ха-ха-ха-ха!",,,,,,"A1side11 ""%%"""
,S_68d189cc_1,!!!,,,,,,"S ""%%"""
,narrator_5c6a72be,"Сара, сама не замечая того, машинально направила взгляд на стояк Стукова, который чувствовала всю тренировку.",,,,,,"""%%"""
,S_09bf91d0,"Н-не понимаю, о чем ты говоришь...",,,,,,"S ""%%"""
,A1side4_4fbe7ab3,"Ха-ха-ха, будто я поверю в это.",,,,,,"A1side4 ""%%"""
,narrator_eb38f8fe,Стуков направился к выходу.,,,,,,"""%%"""
,S_10d9fddd,"Фух... эта тренировка... она выбила меня из сил. Но скорей не она сама, а этот извращуга со своими приставаниями... Но я справилась и это главное.",,,,,,"S ""%%"""
,S_eb899309,А еще... ,,,,,,"S ""%%"""
,S_cc2181e8,*Нюх-нюх*,,,,,,"S ""%%"""
,S_53d978f4_1,!!!,,,,,,"S ""%%"""
,S_e6972423,"Яйкс... думаю, мне стоит сходить помыться.",,,,,,"S ""%%"""
,narrator_cb1a68f7,"Физическая тренировка завершена. Мышцы Сары стали тверже, но им еще далеко до стояка Стукова.",,,,,,"""%%"""
,narrator_d5635fee,Физическая тренировка со Стуковым завершена. Сара стала сильнее.,,,,,,"""%%"""
,A_30dd53b8,"Ну что, ты хорошенько отдохнула? Нас сегодня ждет очень плодотворная тренировка.",,,,,,"A ""%%"""
,S_c871be2d,"Да, я готова. У меня полно сил.",,,,,,"S ""%%"""
,A_cb821c61,"Тогда давай, раздевайся и мы начнем тренировку.",,,,,,"A ""%%"""
,S_21e324d6,Р-раздеваться?,,,,,,"S ""%%"""
,A_aa57140b,"Да. В прошлый раз я закрыл на это глаза, но теперь не потерплю одежды на моих тренировках. Эта броня очень неудобна и сковывает движения.",,,,,,"A ""%%"""
,S_c2a9bec4,...,,,,,,"S ""%%"""
,S_151f7bb7,"Ладно, как скажешь. Тебе виднее, извращенец.",,,,,,"S ""%%"""
,S_d30315d9,Можем начинать...,,,,,,"S ""%%"""
,A_2f51de15,Белье также нужно снять.,,,,,,"A ""%%"""
,S_7cf15767,"Конечно, как же иначе...",,,,,,"S ""%%"""
,A_40d6ff8e,"Если хочешь, я также могу раз...{w=0.7}{nw}",,,,,,"A ""%%"""
,S_1656ff10,Ну уж нет! Даже не начинай...,,,,,,"S ""%%"""
,S_c2a9bec4_1,...,,,,,,"S ""%%"""
,S_290e7b52,{size=-5}Извращенец...{/size},,,,,,"S ""%%"""
,Aside11_28314f4c,"Хе-хе-хе, отлично.",,,,,,"Aside11 ""%%"""
,narrator_e0e66bb6,Стуков сразу же принялся вдыхать аромат Сары.,,,,,,"""%%"""
,S_cdf467b8,(Х-хватит нюхать меня...),,,,,,"S ""%%"""
,A_55ce3d11,От тебя исходит такой легкий аромат.,,,,,,"A ""%%"""
,A_7d937ca3,"Знаешь, я совсем не против, если от тебя будет пахнуть чуть сильнее во время тренировков, да и вообще.",,,,,,"A ""%%"""
,S_f614ea53,!!!,,,,,,"S ""%%"""
,S_f3c22bfe,Х-хватит мне такое предлагать... я не буду это делать...,,,,,,"S ""%%"""
,S_a38ca518,(Э-это так ужасно!),,,,,,"S ""%%"""
,A_fd4fcc4c,"Ммм, от тебя сегодня исходит хороший запах... Я не могу насытиться им.",,,,,,"A ""%%"""
,S_ec7c450c,П-прекрати...,,,,,,"S ""%%"""
,A_606c718f,Даже не подумаю.,,,,,,"A ""%%"""
,S_5c7badf7,(Ахх... черт...),,,,,,"S ""%%"""
,S_77f8f469,Я просто не успела еще сходить помыться...,,,,,,"S ""%%"""
,A_fad39fc2,"Ты же знаешь, я совсем не против этого.",,,,,,"A ""%%"""
,S_c2a9bec4_2,...,,,,,,"S ""%%"""
,A_76a16924,"Ммм, этот сильный запах, как же я его люблю... Я просто без ума от него!",,,,,,"A ""%%"""
,S_f614ea53_1,!!!,,,,,,"S ""%%"""
,A_f375e68f,"Ты специально не ходила в душ перед тренировкой только потому, что знаешь, как я люблю этот аромат?",,,,,,"A ""%%"""
,S_25b50561,Не выдумывай... просто я была занята...,,,,,,"S ""%%"""
,S_7418972d,(Я... специально... р-ради него??? Э-это не так!),,,,,,"S ""%%"""
,A_98956a69,"Ничего, я совсем не против, я обожаю этот запах!",,,,,,"A ""%%"""
,S_d2e214cd,Давай вернемся к упражнениям...,,,,,,"S ""%%"""
,A_8a39cba1,"Хорошо, давай. Ты все помнишь? Я страхую тебя, ты выполняешь упражнения.",,,,,,"A ""%%"""
,S_47136cab,"Может, лучше без твоей 'страховки'?",,,,,,"S ""%%"""
,A_f3f94482,...,,,,,,"A ""%%"""
,A_de8a7869,Мне прочитать лекцию о важности страховки при проведении упражнений?,,,,,,"A ""%%"""
,A_6c1732ee,Чему вас только учат в академии призраков...,,,,,,"A ""%%"""
,S_39e0d06e,"Но от нее же нет толку, ты просто лапаешь мою грудь.",,,,,,"S ""%%"""
,A_4436bcf9,"Ха-ха-ха-ха, это ты со стороны простого обывателя видишь это как 'лапанье груди'. Но это называется профессиональной страховкой.",,,,,,"A ""%%"""
,S_c2a9bec4_3,...,,,,,,"S ""%%"""
,S_00d7113e,Со мной ничего не случилось же...,,,,,,"S ""%%"""
,A_c2fab967,Это все благодаря моим навыкам!,,,,,,"A ""%%"""
,S_fb7ad78e,(С ним спорить нет смысла...),,,,,,"S ""%%"""
,narrator_e6f9dc1e,Сразу после этого Стуков схватил Сару за грудь.,,,,,,"""%%"""
,S_86a46a5e,Ахх!!!,,,,,,"S ""%%"""
,A_5480c3dc,"Хорошая реакция, хе-хе. Я вижу, твое тело уже привыкло.",,,,,,"A ""%%"""
,S_11be27ae,Т-ты просто неожиданно это сделал...,,,,,,"S ""%%"""
,A_d5c16345,"Ха-ха, как скажешь.",,,,,,"A ""%%"""
,A_850153ab,"Ладно, теперь ты можешь начинать. Сперва начнем с задержки в нижнем положении.",,,,,,"A ""%%"""
,narrator_871e178b,"Сара приступила к выполнению упражнений и сделала в точности, как велел Стуков.",,,,,,"""%%"""
,A_07cd64b9,"Да, отлично. В этот раз ты уже лучше справляешься.",,,,,,"A ""%%"""
,S_c36ef815,"(Я бы еще лучше справлялась, если бы не было твоей страховки...)",,,,,,"S ""%%"""
,A_166e6c86,"Вот видишь, мы с тобой отличная команда. Такими темпами в скором будущем твое тело станет очень сильным.",,,,,,"A ""%%"""
,S_c2a9bec4_4,...,,,,,,"S ""%%"""
,S_db165e6d,(Ты вообще ничего не делаешь!),,,,,,"S ""%%"""
,A_d49c6b6b,"Ммм, а я тебе говорил, что твоя кожа такая нежная?",,,,,,"A ""%%"""
,S_a3da12ce,"Н-нет, не говорил...",,,,,,"S ""%%"""
,A_af28c305,Особенно вот тут.,,,,,,"A ""%%"""
,S_7b75288b,Айй... ммм...,,,,,,"S ""%%"""
,A_e2b9a47c,"Хе-хе, я чувствую, как твое тело чуть-чуть содрогается, когда я начинаю сжимать твою грудь..",,,,,,"A ""%%"""
,S_cd12edb4,Э-это из-за упражнений... ахх... п-просто мои мышцы напряжены...,,,,,,"S ""%%"""
,S_9569eadf,(З-зачем он мне это говорит... он только отвлекает меня...),,,,,,"S ""%%"""
,S_b1fe8502,"Я бы хотела, чтобы ты в дальнейшем воздержался от таких высказываний.",,,,,,"S ""%%"""
,A_9ad85fc8,"Ты же знаешь, я не смогу это сделать.",,,,,,"A ""%%"""
,S_4036bb73,"(К-конечно, знаю... ты еще тот извращуга, который любит лапать мою грудь...)",,,,,,"S ""%%"""
,A_10da9803,"Отлично, теперь возвращаемся в исходное положение.",,,,,,"A ""%%"""
,A_98242ede,"А я вижу, кому-то эти упражнения очень сильно пришлись по вкусу, да?",,,,,,"A ""%%"""
,A_7c2694ad,Ха-ха-ха-ха.,,,,,,"A ""%%"""
,S_a8983b7d,Э-это все из-за тебя... и твоих извращенных приседаний...,,,,,,"S ""%%"""
,A_7b46a9b9,"Я, конечно, польщен, хмм... а знаешь у меня есть идея. Если тебе нравится это название, то мы можем его использовать в дальнейшем.",,,,,,"A ""%%"""
,S_a2215220,"Ч-что значит 'нравится'? Ты перевираешь мои слова, я не говорила, что оно мне нравится... Я просто констатирую факты...",,,,,,"S ""%%"""
,S_3f13266e,После этих упражнений мое тело становится таким горячим... {w}{size=-5}особенно там внизу...{/size},,,,,,"S ""%%"""
,A_723bea21,"Ничего, это вполне нормально. В таком положении задействуются мышцы нижнего таза, при напряжении которых люди могут испытывать...",,,,,,"A ""%%"""
,A_f3f94482_1,...,,,,,,"A ""%%"""
,A_40a0483f,"В общем, не стоит забивать голову этим. Просто доверься и, если будешь чувствовать себя странно, то скажи мне.",,,,,,"A ""%%"""
,A_b431cbc5,А теперь давай продолжим. Сделай несколько приседаний.,,,,,,"A ""%%"""
,S_99e4f7c6,(Ахх... я должна справиться с этим удовольствием...),,,,,,"S ""%%"""
,S_542e7125,Аххх...,,,,,,"S ""%%"""
,A_40e239e0,"Не забывай дышать, это очень важно.",,,,,,"A ""%%"""
,S_6521dfca,Ммм... ахх... х-хорошо...,,,,,,"S ""%%"""
,narrator_89b1fe26,"Сара продолжила упражнение. Чем больше она занималась, тем больше удовольствия получала от тренировки.",,,,,,"""%%"""
,A_3141dbc7,"Отлично-отлично, только посмотри, как хорошо твое тело реагирует на упражнения, ты вся сочишься.",,,,,,"A ""%%"""
,S_89f1c3e8,"П-прекрати... это совсем не так... это все из-за того, что ты играешься с моей грудью.",,,,,,"S ""%%"""
,A_4cdaad04,Да? А это ведь просто страховка. Твое тело уже реагирует на каждое мое прикосновение.,,,,,,"A ""%%"""
,S_77fd368d,(Ахх... просто перестань играться с моей грудью...),,,,,,"S ""%%"""
,A_dd8cb291,"Эй-эй-эй, даже не думай останавливаться. Сейчас не время отдыхать, продолжай делать упражнения.",,,,,,"A ""%%"""
,S_c64d99a2,Я знаю...,,,,,,"S ""%%"""
,S_f614ea53_2,!!!,,,,,,"S ""%%"""
,S_f186424b,(Еще этого не хватало... снова это чувство... его штуковина снова упирается мне между ягодиц...),,,,,,"S ""%%"""
,A_9eb9c8f1,"Я думаю, ты уже успела заметить.",,,,,,"A ""%%"""
,S_d2579e8d,Еще бы... тут попробуй не заметить...,,,,,,"S ""%%"""
,A_731fb228,"Просто постарайся не обращать на это внимание. Если, конечно, сможешь. Ха-ха-ха.",,,,,,"A ""%%"""
,S_9dfebf53,"(Это ужасно, но... от этого чувства мне так приятно...)",,,,,,"S ""%%"""
,narrator_43bee560,"Сара всеми силами старалась продолжать делать упражнения, но получала с каждым разом все больше и больше удовольствия.",,,,,,"""%%"""
,S_7a970a70,(Аххх... мое тело напрочь отказывается меня слушаться...),,,,,,"S ""%%"""
,S_542e7125_1,Аххх...,,,,,,"S ""%%"""
,S_6333c9d9,Ммм... ооох...,,,,,,"S ""%%"""
,narrator_c7147088,"Сара, не желая того, начала еще быстрее выполнять упражнения.",,,,,,"""%%"""
,A_19cc4578,"Ха-ха-ха, вот это отдача. Так держать, продолжай в том же духе.",,,,,,"A ""%%"""
,S_936c80ba,(Это не так... мое тело меня не слушается...),,,,,,"S ""%%"""
,S_b6993dae,Аххх... нет...,,,,,,"S ""%%"""
,A_93a144b8,"Раз ты подходишь к тренировкам с таким энтузиазмом — думаю, мне стоит вознаградить тебя.",,,,,,"A ""%%"""
,S_45514060,"Н-нет, ничего не нужно делать...",,,,,,"S ""%%"""
,S_8152760e,(Ахх... о чем он говорит? О каком вознаграждении?),,,,,,"S ""%%"""
,S_c31f3012,"Даа, ахх...",,,,,,"S ""%%"""
,narrator_5373921b,"Сара продолжала в ускореном темпе приседать, стоны все чаще начали вырываться с ее уст, ей становилось все сложнее их контролировать.",,,,,,"""%%"""
,A_718dcb7d,"Вот так, правильно. А теперь получай свою награду!",,,,,,"A ""%%"""
,S_bb605d21,!!!,,,,,,"S ""%%"""
,S_2983be83,"Ммммм, нет-нет-нет! Она слишком чувствительная...",,,,,,"S ""%%"""
,S_fff23718,ММммнпх!!!,,,,,,"S ""%%"""
,S_1b3e3e2e,Виииииии!!!!,,,,,,"S ""%%"""
,narrator_b6f165a8,"Стуков неожиданно сильно сжал грудь, от чего изо рта Сары вырвался очень громкий стон, который сопровождал сильный оргазм.",,,,,,"""%%"""
,A_c1bc4da1,"Хе-хе-хе, отлично-отлично!",,,,,,"A ""%%"""
,A_9d76e3d7,"Ты быстро втягиваешься. Я даже не ожидал, что твое тело будет таким чувствительным. Но, с другой стороны, это просто замечательно. Нам стоит продолжать работать над твоей выносливостью.",,,,,,"A ""%%"""
,narrator_4d0d11f4,"Но Сара не могла ответить ничего. Точнее, она пыталась, но у нее просто не получалось это сделать, оргазм был слишком силен.",,,,,,"""%%"""
,dev1_8af37c6e,"Пока этот диалог будет просто для теста, в игре он не будет отображаться.",,,,,,"dev1 ""%%"""
,A_9d55ef6e,"Да, кстати. Сай'мон, этот оргазм можно записать как три в ее недельную норму.",,,,,,"A ""%%"""
,C_9c1e4de9,(Понял.),,,,,,"C ""%%"""
,A_e25568dd,"Если хочешь, мы можем проводить с тобой больше тренировок. Так ты сможешь убить двух зайцев одним махом. Хе-хе-хе.",,,,,,"A ""%%"""
,S_e7405732,Хе-хе-хе... д-да... х-хорошо...,,,,,,"S ""%%"""
,A_97d740d7,"Ха-ха-ха, видимо, это был отличный оргазм. А ну, постой еще немного в этой позе.",,,,,,"A ""%%"""
,S_0b32c13c,Хааа-хааа... Д-даже не д-дума...,,,,,,"S ""%%"""
,narrator_2786429c,"Сара пыталась остановить Стукова, но ее разум был слишком поглощен удовольствием, ей было даже сложно говорить.",,,,,,"""%%"""
,A1side11_8e1a3dc0,Ты что-то хотела сказать?,,,,,,"A1side11 ""%%"""
,S_0d2bc99e,И-извращенец... ммм...,,,,,,"S ""%%"""
,A1side4_3b70b250,"Ха-ха-ха. В общем, на сегодня все. Отдохни как следует, а завтра мы продолжим. А теперь, ты знаешь, у меня как всегда дела есть.",,,,,,"A1side4 ""%%"""
,narrator_6dac239f,"Стуков показывал на устройство, которое только что сделало еще одну голограмму Сары в этой нелепой позе.",,,,,,"""%%"""
,narrator_12a4c1b5,Стуков покидает комнату.,,,,,,"""%%"""
,S_b58958cb,Аххх... к-как же приятно...,,,,,,"S ""%%"""
,narrator_a0ecafc1,"Саре понадобилось некоторое время, чтобы прийти в себя.",,,,,,"""%%"""
,narrator_6fe5c09c,"Физическая тренировка завершена. Мышцы Сары стали тверже, еще немного и они смогут сравниться с стояком Стукова.",,,,,,"""%%"""
,narrator_751e5922,"Физическая тренировка со Стуковым завершена, Сара стала сильнее.",,,,,,"""%%"""
,narrator_4642c73b,Сара начала изучать извращенные приседания.,,,,,,"""%%"""
,S_e64614cc,Что мне нужно делать дальше? Я готова продолжать тренировки.,,,,,,"S ""%%"""
,A_c3bb4e84,"Не торопись, ты сейчас не готова продолжить. Тебе нужно хорошенько усвоить то, что мы с тобой прошли до этого момента. Как только ты это сделаешь, тогда мы продолжим.",,,,,,"A ""%%"""
,S_da83b05a,Усвоить?,,,,,,"S ""%%"""
,A_080fdb5a,"Да, и тебе предстоит сделать это в одиночку.",,,,,,"A ""%%"""
,S_7991b543,Вообще-то я уже занималась без тебя... голой.,,,,,,"S ""%%"""
,A_a0cd2bdf,"Правда? Вот это новости, ты в какой раз меня приятно удивляешь.",,,,,,"A ""%%"""
,S_bae766e0,"А чего тянуть кота за хвост? Я решила, что так быстрее смогу пройти все твои тренировки.",,,,,,"S ""%%"""
,A_4cd06ce2,"А, может, тебе просто было мало наших совместных тренировок? Ха-ха-ха-ха.",,,,,,"A ""%%"""
,S_617e559b,Ты в своем репертуаре...,,,,,,"S ""%%"""
,S_35bed17f,"(Думаю, мне не стоит ему говорить о том, в каком я была состоянии во время тренировки...)",,,,,,"S ""%%"""
,A_610888a5,"Хах, это конечно хорошо, но этого не достаточно.",,,,,,"A ""%%"""
,S_8246bb6c,...,,,,,,"S ""%%"""
,S_8086fea7,(Ну хоть он не будет отвлекать меня от тренировки...),,,,,,"S ""%%"""
,S_3fd7683d,"Проведи еще 3 тренировки. Этого будет достаточно, чтобы все хорошенько усвоить. После этого мы сможем продолжить. Да и у меня накопились некоторые дела.",,,,,,"S ""%%"""
,S_8246bb6c_1,...,,,,,,"S ""%%"""
,S_9d330f44,Да какие у тебя тут могут быть дела? Знаю я все твои занятия...,,,,,,"S ""%%"""
,A_31001938,"Ха-ха-ха, поверь, не все так беззаботно, как тебе кажется.",,,,,,"A ""%%"""
,S_ce2af84d,"Ладно, не начинай. Я все сделаю.",,,,,,"S ""%%"""
,A_e1d7cbbe,"Ты так не расстраивайся. Поверь, впереди нас ждет нечто интересное.",,,,,,"A ""%%"""
,S_fb4b8b23,"Д-дурак, я не расстраиваюсь!",,,,,,"S ""%%"""
,A_2e521810,"Ха-ха-ха. Тогда, как только завершишь тренировки, сообщишь мне и мы продолжим.",,,,,,"A ""%%"""
