location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,narrator_57b97dcd,"Сара стала двигать рукой намного активнее, используя всю накопленную силу.",,,,,,"""%%"""
,SRight_ac06ba0e,*Хлюп* Ты же так этого хотел. Так сделай это!,,,,,,"SRight ""%%"""
,SOLeft_e6a3694b,"Хи-ха-хи! Приятно! Очень приятно, не могу больше терпеть!",,,,,,"SOLeft ""%%"""
,SOLeft_37ecdb0e,Я готов выпустить все!,,,,,,"SOLeft ""%%"""
,narrator_971cae1a,"Понять Сошса становилось все сложнее из-за неразборчивых звуков, которые он издавал.",,,,,,"""%%"""
,SRight_7e640a5a,"Не заставляй меня ждать, Сошс. Я хочу получить все здесь и сейчас.",,,,,,"SRight ""%%"""
,narrator_ba41e592,"Сара дрочила дрону с особым усердием, срываясь на дикий темп.",,,,,,"""%%"""
,SRight_dde08ede,"(От меня еще никто не уходил неудовлетворенный, хи-хи.)",,,,,,"SRight ""%%"""
,SOLeft_757dd0aa,Ха... Ха.,,,,,,"SOLeft ""%%"""
,narrator_2849ab29,*Хлюп* *Хлюп* *Хлюп*,,,,,,"""%%"""
,narrator_5f749f73,"Сара чувствовала нарастающее напряжение Сошса, готовящегося излить на нее сперму.",,,,,,"""%%"""
,SRight_86f0a946,"(Я уже чувствую, как много ее будет...)",,,,,,"SRight ""%%"""
,SOLeft_bd46be36,"Да, хе-хе-хе! Получай...",,,,,,"SOLeft ""%%"""
,SRight_320b22cb,Сразу три???,,,,,,"SRight ""%%"""
,SRight_c02abaaa,Ааааааа!!!,,,,,,"SRight ""%%"""
,narrator_0f11dec0,"Сара была удивлена тем, что Сошс смог покрыть ее семенем полностью. Это создавало необычное ощущение на ее коже.",,,,,,"""%%"""
,SRight_b1337113,Мне не впервой быть покрытой спермой... Но чтобы вот так.,,,,,,"SRight ""%%"""
,SRight_5f9c5af5,А ты можешь удивлять.,,,,,,"SRight ""%%"""
,SOLeft_a9bfc2e0,"Хи-ха-хе, хозяйка довольна, я удивил ее! Я же говорил, что нужно потрогать мои члены!",,,,,,"SOLeft ""%%"""
,SRight_c859e23f,"Это было относительно легко... Хм, мне было достаточно только рук.",,,,,,"SRight ""%%"""
,SOLeft_ff5a9ca9,"Но это еще не все, хи-хе.",,,,,,"SOLeft ""%%"""
,SOLeft_8c412255,"Это было прекрасно, хе-хи-хи. Мы можем продолжить, как только ты будешь готова. М-мои члены всегда готовы для твоих прикосновений!",,,,,,"SOLeft ""%%"""
,SOLeft_a9781003,"В этом я тебя никогда не подведу, хи-хи-хи.",,,,,,"SOLeft ""%%"""
,SRight_94c0d152,"Спасибо за предложение, Сошс. Надеюсь, все пройдет так же гладко.",,,,,,"SRight ""%%"""
,SOLeft_5b244543,"Осталось еще два раунда, давай выложимся как следует!",,,,,,"SOLeft ""%%"""
,SOLeft_b120d578,"Упс, время вышло. Кажется, это была неудачная попытка... Но не отчаивайся, я всегда готов попробовать снова, хозяйка!",,,,,,"SOLeft ""%%"""
,SRight_0be181f1,"Черт, все же было отлично. А ты требовательнее, чем я ожидала.",,,,,,"SRight ""%%"""
,SRight_78a99f15,"Но я так просто не сдаюсь. Готовся к повторному заходу, Сошс!",,,,,,"SRight ""%%"""
,SOLeft_70386d0d,"{size=-5}Я только за, хе-хе-хе...{/size}",,,,,,"SOLeft ""%%"""
,SOLeft_8055c4c1,"Если ты готова, хозяйка, то я полностью в твоем распоряжении. В этот раз точно получится!",,,,,,"SOLeft ""%%"""
,SOLeft_1c13e314,Приложи все свои силы!,,,,,,"SOLeft ""%%"""
,SOLeft_10c0f6ae,Ты готова приступить к еще одному заходу?,,,,,,"SOLeft ""%%"""
,SOLeft_154ac0a0,"Лично я очень бы этого хотел, хи-хи.",,,,,,"SOLeft ""%%"""
,SRight_a457926a,"Подожди, я не могу вот так продолжать... ты слишком испачкал меня.",,,,,,"SRight ""%%"""
,SOLeft_45835d46,"О-о-о-о-о, хозяйка, вам очень к лицу.",,,,,,"SOLeft ""%%"""
,SRight_9678a3e1,...,,,,,,"SRight ""%%"""
,SRight_cf94cb4e,"Вот теперь давай приступим, пока у меня есть настроение.",,,,,,"SRight ""%%"""
,SRight_833e6041,Хочу покончить с этим побыстрее...,,,,,,"SRight ""%%"""
,SOLeft_a6ad6313,"Как тебе угодно. Ты знаешь, что нужно делать!",,,,,,"SOLeft ""%%"""
,SOLeft_3ce79b53,"Напомню, Сара, никто не запрещает тебе использовать твой рот!",,,,,,"SOLeft ""%%"""
,SRight_e01769f7,"Я и без тебя это знаю, но я справлюсь и без него.",,,,,,"SRight ""%%"""
,centered_0e81b4a6,"Теперь Сара может использовать свой ротик для того, чтобы еще быстрее справляться с членами. Но это может не понравиться ей, так что старайтесь не часто пользоваться им.",,,,,,"centered ""%%"""
,SRight_71e35f1a,Ты заставил меня хорошенько постараться...,,,,,,"SRight ""%%"""
,narrator_27588d5b,"Сара почувствовала тепло, распространяющееся по всему телу. Она возбудилась намного сильнее, чем в предыдущий раз.",,,,,,"""%%"""
,SRight_da4eae5a,"Ха, может, я тебя очень даже недооценивала.",,,,,,"SRight ""%%"""
,SOLeft_01a72166,"(Хи-хи, я достаточно постарался. Теперь мне будет перепадать чаще.)",,,,,,"SOLeft ""%%"""
,SRight_a312033f,Но сильно себя не обнадеживай!,,,,,,"SRight ""%%"""
,SRight_1e28c1f4,"В следующий раз я получу то, что мне нужно. А теперь заткнись и кончай как следует!",,,,,,"SRight ""%%"""
,narrator_e9c551d4,*Хлюп* *Хлюп* *Хлюп*,,,,,,"""%%"""
,SOLeft_782a2bf7,"Д-да! Как скажешь!!! Готовьтесь, моя повелительница!",,,,,,"SOLeft ""%%"""
,SRight_a4066fc5,(Он такой забавный...),,,,,,"SRight ""%%"""
,SRight_a17414d4,Ее как всегда много... откуда в нем столько...,,,,,,"SRight ""%%"""
,SOLeft_ea6d5e15,"Два позади, остался последний! Продержишся ли ты?",,,,,,"SOLeft ""%%"""
,SRight_1fec1f72,Это мы еще увидим.,,,,,,"SRight ""%%"""
,SOLeft_b29dbb83,"Упс, время вышло. Кажется, это была неудачная попытка... Но не отчаивайся, я всегда готов попробовать снова, хозяйка!",,,,,,"SOLeft ""%%"""
,SRight_7a919a71,"Черт, все же было отлично. А ты требовательнее, чем я ожидала.",,,,,,"SRight ""%%"""
,SRight_c5d261c4,"Но я так просто не сдаюсь. Готовся к повторному заходу, Сошс!",,,,,,"SRight ""%%"""
,SOLeft_2df640f0,"{size=-5}Я только за, хе-хе-хе...{/size}",,,,,,"SOLeft ""%%"""
,SOLeft_47856d1f,"Если ты готова, хозяйка, то я полностью в твоем распоряжении. В этот раз точно получится!",,,,,,"SOLeft ""%%"""
,SOLeft_999ac5ce,Приложи все свои силы!,,,,,,"SOLeft ""%%"""
,SRight_3fe7cde9,"Готовься быть задроченым, Сошс. Я говорила тебе, что если захочу, то сделаю с тобой все, что вздумаю?",,,,,,"SRight ""%%"""
,SOLeft_89831ff7,Н-нет?...,,,,,,"SOLeft ""%%"""
,SRight_b4f389ec,"Тогда предупрежден значит вооружен, хи-хи.",,,,,,"SRight ""%%"""
,SRight_c1844fc3,"Я приложу все усилия, чтобы тебе было максимально хорошо!",,,,,,"SRight ""%%"""
,SOLeft_e5611ea4,Звучит очень заманчиво...,,,,,,"SOLeft ""%%"""
,SRight_f58c3129,Последний раунд! Пора приступать.,,,,,,"SRight ""%%"""
,SOLeft_94561212,"Все верно! Я чувствую, я ее чувствую. Моя эссенция выходит, она готова, я готов передать тебе ее, еще совсем чуть-чуть!",,,,,,"SOLeft ""%%"""
,SOLeft_269bf1d8,"У тебя получилось. Да, она вот-вот вырвется наружу! Будь готова принять ее!",,,,,,"SOLeft ""%%"""
,SRight_fdd5e442,"Отлично, сейчас я выжму из тебя всю эссенцию!",,,,,,"SRight ""%%"""
,SOLeft_b6d29cf0,"Даааа! Не упусти ее, поглоти ее всю и стань сильнее!!!",,,,,,"SOLeft ""%%"""
,narrator_3329f470,*Взрыв*,,,,,,"""%%"""
,SRight_d8a53765,*Гулп* *Гулп* *Гулп*,,,,,,"SRight ""%%"""
,SRight_f64e4667,!!!,,,,,,"SRight ""%%"""
,SRight_2c6a74c5,"(Она отличается, это не просто сперма! О-она другая, я не могу прекратить ее пить!)",,,,,,"SRight ""%%"""
,SRight_b0d88a15,Мнг!!!,,,,,,"SRight ""%%"""
,SOLeft_5eeb3402,"Даааа!!! Выходит, она выходит, я делюсь частичкой себя с хозяйкой!!!",,,,,,"SOLeft ""%%"""
,SRight_d8a53765_1,*Гулп* *Гулп* *Гулп*,,,,,,"SRight ""%%"""
,SRight_84491636,(Я чувствую ее... силу.),,,,,,"SRight ""%%"""
,SOLeft_57680cb7,"О-она поглощает меня... поглоти меня полностью!!! Я буду рад пожертвовать собой ради тебя, моя повелительница!!!",,,,,,"SOLeft ""%%"""
,SRight_a604637a,(Ч-что??? О чем он говорит?),,,,,,"SRight ""%%"""
,SRight_d8a53765_2,*Гулп* *Гулп* *Гулп*,,,,,,"SRight ""%%"""
,SRight_a43f8c00,"О чем ты говоришь? Неужели, отдав свою эссенцию, ты погибаешь?",,,,,,"SRight ""%%"""
,SOLeft_d281aa6b,"Да... я готов погибнуть, для меня че-е-е-е-есть служить тебе... пусть меня запомнят таким...",,,,,,"SOLeft ""%%"""
,SRight_33562c5e,Черт... почему же ты раньше мне об этом не сказал?!,,,,,,"SRight ""%%"""
,Mside1_3f6fee95,"Не слушай его, он придурок, он просто бредит.",,,,,,"Mside1 ""%%"""
,SRight_71e5025e,А??? Что? А ты тут откуда?,,,,,,"SRight ""%%"""
,SOLeft_531b20af,"Упс, время вышло. Кажется, это была неудачная попытка... Но не отчаивайся, я всегда готов попробовать снова, хозяйка!",,,,,,"SOLeft ""%%"""
,SRight_82dfd185,"Черт, все же было отлично. А ты требовательнее, чем я ожидала.",,,,,,"SRight ""%%"""
,SOLeft_aadbd9cb,"Если ты готова, хозяйка, то я полностью в твоем распоряжении. В этот раз точно получится!",,,,,,"SOLeft ""%%"""
,SOLeft_db518940,Приложи все свои силы!,,,,,,"SOLeft ""%%"""
,S_8c349b3f,"Хм, думаю стоит повременить с этим.",,,,,,"S ""%%"""
,SO_abf9edb6,Уже? Но мы же только начали... как жаль... мне так нравится когда хозяйка меня трогает...,,,,,,"SO ""%%"""
,S_10f6aeee,"Не переживай, мне все еще нужна твоя эссенция, просто жди.",,,,,,"S ""%%"""
,SO_2e493031,"*Странные звуки* У-у-у-у-у! Я нужен хозяйке, Сошс будет ждать, очень будет ждать!",,,,,,"SO ""%%"""
,S_4e8d0c44,Боже мой...,,,,,,"S ""%%"""
,narrator_5362504d,Сара начала осматриваться по сторонам и увидела парящего в воздухе муталиска. Моментально вскочила на ноги.,,,,,,"""%%"""
,M_c88bae81,"Мы все проходили это и чувствуем, когда кто-то поглощает чужую эссенцию. Это чувство ни с чем не спутать. Возможно, со временем и ты будешь его ощущать.",,,,,,"M ""%%"""
,S_e5eea6c3,"Получается, вы все проходили через это?",,,,,,"S ""%%"""
,M_098fd65b,"Да, на протяжении всей жизни мы поглотили очень много чужих эссенций, чтобы стать сильнее, совершенней.",,,,,,"M ""%%"""
,S_78391c08,А что с ним? Что он такое говорил?,,,,,,"S ""%%"""
,M_8d5ad5ea,"Он просто дурак, вот и все. Он настолько зациклен на тебе, что у него чердак поехал. Знаешь, некоторые просто не могут жить самостоятельно, и им нужен кто-то. Он прямо ожил, когда ты появилась.",,,,,,"M ""%%"""
,S_96059604,(Этот чудик? Серьезно???),,,,,,"S ""%%"""
,M_58d4a909,"Хочу сказать, не только он. Все это место начало преображаться с твоим прибытием.",,,,,,"M ""%%"""
,S_f2d2a81d,"И ты все это время наблюдала за тем, как я...?",,,,,,"S ""%%"""
,M_a67951b5,"Отсасывала члены? Ну это было еще то зрелище, ты сильна!",,,,,,"M ""%%"""
,S_9ddfa1b5,(Вот уж только комплиментов еще не приходилось выслушивать от зергов...),,,,,,"S ""%%"""
,M_8c58d230,"(Но ты сдерживаешь свое слово, первая эссенция, у тебя в кармане, ты сама можешь почувствовать эту мощь. Владычица тебя не обманула, ты становишься сильнее.)",,,,,,"M ""%%"""
,S_d2bac457,"Да... эта сила... я чувствую, как она растекается по моему телу, это великолепное чувство...",,,,,,"S ""%%"""
,M_b23d813d,"Это только начало, всего лишь его маленькая частичка. Впереди много чего, я жду не дождусь когда придет моя очередь поделиться с тобой.",,,,,,"M ""%%"""
,narrator_5f09676a,"Сара сразу же встала в гордую позу, подняв голову и с уверенностью посмотрев на Муталиска.",,,,,,"""%%"""
,S_525cfa21,"Долго ждать не придется, скоро наступит и твоя очередь.",,,,,,"S ""%%"""
,M_2fd88913,Жду не дождусь... жду не дождусь.,,,,,,"M ""%%"""
,narrator_1fa44506,"Вместе с этими словами муталиск улетел, покинув Сару.",,,,,,"""%%"""
,SO_b1b14a8c,Аа-а-а-а-а-ах.... я-я... умираю... м-меня поглотила моя повелительница...,,,,,,"SO ""%%"""
,S_fe878bfe,...,,,,,,"S ""%%"""
,SO_e895acd0,"Передайте моим дрончикам, что я их любил... каждое построенное им здание, каждый добытый минерал... я ценю все это.",,,,,,"SO ""%%"""
,S_bc7a4e9b,ПРИДУРОК!,,,,,,"S ""%%"""
,S_79eb6099,"ТЫ НЕ УМИРАЕШЬ! Я всего-то выпила твоей эссенции! Ты будешь жить, так что ХВАТИТ ПРИДУРИВАТЬСЯ, болван!",,,,,,"S ""%%"""
,SO_37f9f34c,А??? Что??? Правда?,,,,,,"SO ""%%"""
,narrator_56e53762,"Дрон резко оживился, будто он сам не знал, что в нем кипит жизнь.",,,,,,"""%%"""
,SO_8e258e8e,"УХУ! *издает странные звуки* И то правда, я не умираю. Это значит, что повелительница сможет еще потрогать мои члены! Как же я рад!",,,,,,"SO ""%%"""
,S_44fff593,Когда-то ты ответишь за свои слова... но в тебе таилось такое сокровище.,,,,,,"S ""%%"""
,narrator_a56bc01f,"Сара довольно облизнулась, полностью ощущая всю эссенцию, которую она забрала у дрона.",,,,,,"""%%"""
,S_82c1b02c,"Ты был весьма полезен, Сошс. Я пока не жалею, что оставила тебя в живых.",,,,,,"S ""%%"""
,SO_96fc05d0,"(Это хорошо... У меня есть шанс получить еще, хи-хи.)",,,,,,"SO ""%%"""
,S_5d2c3d78,Радуй меня и дальше.,,,,,,"S ""%%"""
,SO_ecf34f77,"Конечно, хозяйка.",,,,,,"SO ""%%"""
,S_2e91e60b,А теперь живо за работу!,,,,,,"S ""%%"""
,narrator_cbc5d301,"Сара поглотила свою первую эссенцию. Теперь ей доступны задания других лидеров, но для начала ей нужно отдохнуть. Не забывайте, что Королева Клинков владеет той же информацией, что и Сара. Она знает, что та на шаг ближе к своей цели, а значит - будет стараться сделать все, чтобы помешать ей.",,,,,,"""%%"""
,narrator_ffba3fa6,Достижение получено: Наши руки не для скуки.,,,,,,"""%%"""
,S_daae05e9,А??? Ч-что это?,,,,,,"S ""%%"""
,narrator_6332ebc4,"Сара внимательно начала осматривать свой живот, на нем была ели-ели видна странная символика зергов.",,,,,,"""%%"""
,S_fe878bfe_1,...,,,,,,"S ""%%"""
,S_7965b33f,"Это очень странно, неужели она проявилась вместе с полученной эссенцией?",,,,,,"S ""%%"""
,C_936487e5,"(Возможно, даже я бы сказал, больше да чем нет.)",,,,,,"C ""%%"""
,S_67f4a89f,Что бы это могло значить?,,,,,,"S ""%%"""
,C_b8ef47f3,(А кто его знает...),,,,,,"C ""%%"""
,S_277ed3ee,Надеюсь это не плохой знак...,,,,,,"S ""%%"""
,intro_b0445930,,,,,,,"intro ""%%"""
